doc_id,topic,topic_label,organisation,org_type,date
3232,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2025-05-23
3233,16,Teachers’ pay review and STRB,schoolsweek,ed_journalism,2025-05-23
3234,-1,Outlier / noise,fed,prof_body,2025-05-23
3235,-1,Outlier / noise,schoolsweek,ed_journalism,2025-05-23
3236,2,Teacher recruitment and workforce supply,gov,gov_inst,2025-05-23
3237,-1,Outlier / noise,gov,gov_inst,2025-05-23
3238,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2025-05-24
3239,1,Pupil attainment and exam results,fed,prof_body,2025-05-27
3240,7,Pupil attendance and absence,schoolsweek,ed_journalism,2025-05-27
3241,13,"Skills, apprenticeships, and employment pathways",gov,gov_inst,2025-05-27
3242,-1,Outlier / noise,schoolsweek,ed_journalism,2025-05-28
3243,12,School funding and education budgets,schoolsweek,ed_journalism,2025-05-28
3244,-1,Outlier / noise,gov,gov_inst,2025-05-28
3245,11,Free school meals and breakfast provision,schoolsweek,ed_journalism,2025-05-28
3246,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2025-05-29
3247,3,Special educational needs and SEND provision,gov,gov_inst,2025-05-29
3248,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2025-05-30
3249,5,School buildings and RAAC safety,gov,gov_inst,2025-05-30
3250,4,Academy trusts and school governance,schoolsweek,ed_journalism,2025-06-02
3251,-1,Outlier / noise,schoolsweek,ed_journalism,2025-06-02
3252,13,"Skills, apprenticeships, and employment pathways",gov,gov_inst,2025-06-02
3253,10,"Teacher pay, unions, and industrial action",schoolsweek,ed_journalism,2025-06-02
3254,-1,Outlier / noise,schoolsweek,ed_journalism,2025-06-03
3255,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2025-06-03
3256,5,School buildings and RAAC safety,gov,gov_inst,2025-06-03
3257,-1,Outlier / noise,gov,gov_inst,2025-06-04
3258,-1,Outlier / noise,gov,gov_inst,2025-06-04
3259,0,Ofsted inspections and accountability,gov,gov_inst,2025-06-04
3260,9,DfE intervention and academy warnings,gov,gov_inst,2025-06-04
3261,11,Free school meals and breakfast provision,schoolsweek,ed_journalism,2025-06-04
3262,19,Education leadership and professional development,fed,prof_body,2025-06-05
3263,-1,Outlier / noise,schoolsweek,ed_journalism,2025-06-05
3264,11,Free school meals and breakfast provision,schoolsweek,ed_journalism,2025-06-05
3265,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2025-06-05
3266,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2025-06-05
3267,1,Pupil attainment and exam results,fft,ed_res_org,2025-06-05
3268,-1,Outlier / noise,schoolsweek,ed_journalism,2025-06-05
3269,-1,Outlier / noise,schoolsweek,ed_journalism,2025-06-05
3270,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2025-06-06
3271,4,Academy trusts and school governance,schoolsweek,ed_journalism,2025-06-06
3272,-1,Outlier / noise,fft,ed_res_org,2025-06-06
3273,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2025-06-06
3274,0,Ofsted inspections and accountability,gov,gov_inst,2025-06-06
3275,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2025-06-06
3276,11,Free school meals and breakfast provision,schoolsweek,ed_journalism,2025-06-06
3277,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2025-06-06
3278,-1,Outlier / noise,schoolsweek,ed_journalism,2025-06-07
3279,-1,Outlier / noise,schoolsweek,ed_journalism,2025-06-09
3280,9,DfE intervention and academy warnings,gov,gov_inst,2025-06-10
3281,15,AI and digital technology in education,gov,gov_inst,2025-06-10
3282,15,AI and digital technology in education,schoolsweek,ed_journalism,2025-06-10
3283,9,DfE intervention and academy warnings,gov,gov_inst,2025-06-10
3284,9,DfE intervention and academy warnings,gov,gov_inst,2025-06-10
3285,15,AI and digital technology in education,schoolsweek,ed_journalism,2025-06-10
3286,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2025-06-10
3287,12,School funding and education budgets,schoolsweek,ed_journalism,2025-06-11
3288,12,School funding and education budgets,schoolsweek,ed_journalism,2025-06-11
3289,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2025-06-11
3290,0,Ofsted inspections and accountability,gov,gov_inst,2025-06-11
3291,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2025-06-11
3292,4,Academy trusts and school governance,schoolsweek,ed_journalism,2025-06-11
3293,0,Ofsted inspections and accountability,gov,gov_inst,2025-06-11
3294,0,Ofsted inspections and accountability,gov,gov_inst,2025-06-11
3295,-1,Outlier / noise,gov,gov_inst,2025-06-11
3296,4,Academy trusts and school governance,schoolsweek,ed_journalism,2025-06-11
3297,0,Ofsted inspections and accountability,gov,gov_inst,2025-06-11
3298,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2025-06-12
3299,11,Free school meals and breakfast provision,schoolsweek,ed_journalism,2025-06-12
3300,11,Free school meals and breakfast provision,epi,think_tank,2025-06-12
3301,12,School funding and education budgets,schoolsweek,ed_journalism,2025-06-12
3302,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2025-06-12
3303,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2025-06-12
3304,6,Guidance for schools and children,schoolsweek,ed_journalism,2025-06-13
3305,-1,Outlier / noise,schoolsweek,ed_journalism,2025-06-13
3306,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2025-06-13
3307,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2025-06-14
3308,8,Academy trust statements and responses,schoolsweek,ed_journalism,2025-06-16
3309,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2025-06-17
3310,11,Free school meals and breakfast provision,schoolsweek,ed_journalism,2025-06-17
3311,14,Education research and evidence foundations,nuffield,think_tank,2025-06-17
3312,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2025-06-17
3313,7,Pupil attendance and absence,fft,ed_res_org,2025-06-17
3314,9,DfE intervention and academy warnings,gov,gov_inst,2025-06-18
3315,4,Academy trusts and school governance,schoolsweek,ed_journalism,2025-06-18
3316,-1,Outlier / noise,schoolsweek,ed_journalism,2025-06-18
3317,20,SEND funding pressures and council deficits,schoolsweek,ed_journalism,2025-06-18
3318,-1,Outlier / noise,gov,gov_inst,2025-06-18
3319,21,Pupil suspensions and exclusions,fft,ed_res_org,2025-06-19
3320,19,Education leadership and professional development,fed,prof_body,2025-06-19
3321,1,Pupil attainment and exam results,fft,ed_res_org,2025-06-19
3322,-1,Outlier / noise,schoolsweek,ed_journalism,2025-06-19
3323,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2025-06-19
3324,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2025-06-19
3325,20,SEND funding pressures and council deficits,schoolsweek,ed_journalism,2025-06-20
3326,13,"Skills, apprenticeships, and employment pathways",gov,gov_inst,2025-06-20
3327,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2025-06-20
3328,-1,Outlier / noise,schoolsweek,ed_journalism,2025-06-20
3329,-1,Outlier / noise,schoolsweek,ed_journalism,2025-06-20
3330,8,Academy trust statements and responses,schoolsweek,ed_journalism,2025-06-21
3331,8,Academy trust statements and responses,schoolsweek,ed_journalism,2025-06-22
3332,-1,Outlier / noise,schoolsweek,ed_journalism,2025-06-23
3333,-1,Outlier / noise,schoolsweek,ed_journalism,2025-06-23
3334,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2025-06-23
3335,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2025-06-24
3336,9,DfE intervention and academy warnings,gov,gov_inst,2025-06-24
3337,-1,Outlier / noise,fft,ed_res_org,2025-06-24
3338,-1,Outlier / noise,gov,gov_inst,2025-06-25
3339,-1,Outlier / noise,gov,gov_inst,2025-06-25
3340,-1,Outlier / noise,gov,gov_inst,2025-06-25
3341,9,DfE intervention and academy warnings,gov,gov_inst,2025-06-25
3342,-1,Outlier / noise,schoolsweek,ed_journalism,2025-06-25
3343,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2025-06-25
3344,8,Academy trust statements and responses,schoolsweek,ed_journalism,2025-06-25
3345,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2025-06-26
3346,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2025-06-26
3347,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2025-06-26
3348,0,Ofsted inspections and accountability,gov,gov_inst,2025-06-26
3349,1,Pupil attainment and exam results,fft,ed_res_org,2025-06-26
3350,-1,Outlier / noise,schoolsweek,ed_journalism,2025-06-27
3351,14,Education research and evidence foundations,nuffield,think_tank,2025-06-27
3352,15,AI and digital technology in education,schoolsweek,ed_journalism,2025-06-27
3353,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2025-06-27
3354,6,Guidance for schools and children,schoolsweek,ed_journalism,2025-06-27
3355,-1,Outlier / noise,schoolsweek,ed_journalism,2025-06-27
3356,15,AI and digital technology in education,schoolsweek,ed_journalism,2025-06-27
3357,0,Ofsted inspections and accountability,fed,prof_body,2025-06-27
3358,22,Qualifications reform and T Levels,schoolsweek,ed_journalism,2025-06-27
3359,15,AI and digital technology in education,gov,gov_inst,2025-06-27
3360,15,AI and digital technology in education,gov,gov_inst,2025-06-27
3361,9,DfE intervention and academy warnings,gov,gov_inst,2025-06-27
3362,-1,Outlier / noise,schoolsweek,ed_journalism,2025-06-28
3363,-1,Outlier / noise,epi,think_tank,2025-06-30
3364,10,"Teacher pay, unions, and industrial action",schoolsweek,ed_journalism,2025-06-30
3365,16,Teachers’ pay review and STRB,schoolsweek,ed_journalism,2025-06-30
3366,6,Guidance for schools and children,schoolsweek,ed_journalism,2025-06-30
3367,18,Education ministers and political leadership,schoolsweek,ed_journalism,2025-06-30
3368,-1,Outlier / noise,schoolsweek,ed_journalism,2025-06-30
3369,1,Pupil attainment and exam results,gov,gov_inst,2025-06-30
3370,6,Guidance for schools and children,schoolsweek,ed_journalism,2025-07-01
3371,1,Pupil attainment and exam results,fft,ed_res_org,2025-07-01
3372,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2025-07-01
3373,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2025-07-01
3374,-1,Outlier / noise,schoolsweek,ed_journalism,2025-07-02
3375,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2025-07-02
3376,-1,Outlier / noise,gov,gov_inst,2025-07-02
3377,0,Ofsted inspections and accountability,gov,gov_inst,2025-07-02
3378,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2025-07-03
3379,-1,Outlier / noise,schoolsweek,ed_journalism,2025-07-03
3380,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2025-07-03
3381,1,Pupil attainment and exam results,epi,think_tank,2025-07-03
3382,-1,Outlier / noise,gov,gov_inst,2025-07-03
3383,21,Pupil suspensions and exclusions,fft,ed_res_org,2025-07-03
3384,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2025-07-03
3385,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2025-07-03
3386,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2025-07-04
3387,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2025-07-04
3388,13,"Skills, apprenticeships, and employment pathways",gov,gov_inst,2025-07-04
3389,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2025-07-04
3390,-1,Outlier / noise,schoolsweek,ed_journalism,2025-07-04
3391,-1,Outlier / noise,schoolsweek,ed_journalism,2025-07-04
3392,-1,Outlier / noise,gov,gov_inst,2025-07-04
3393,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2025-07-05
3394,-1,Outlier / noise,gov,gov_inst,2025-07-05
3395,1,Pupil attainment and exam results,gov,gov_inst,2025-07-06
3396,-1,Outlier / noise,gov,gov_inst,2025-07-06
3397,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2025-07-07
3398,-1,Outlier / noise,schoolsweek,ed_journalism,2025-07-07
3399,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2025-07-07
3400,-1,Outlier / noise,schoolsweek,ed_journalism,2025-07-07
3401,13,"Skills, apprenticeships, and employment pathways",epi,think_tank,2025-07-08
3402,14,Education research and evidence foundations,nuffield,think_tank,2025-07-08
3403,9,DfE intervention and academy warnings,gov,gov_inst,2025-07-08
3404,1,Pupil attainment and exam results,gov,gov_inst,2025-07-08
3405,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2025-07-08
3406,-1,Outlier / noise,schoolsweek,ed_journalism,2025-07-08
3407,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2025-07-08
3408,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2025-07-08
3409,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2025-07-09
3410,-1,Outlier / noise,gov,gov_inst,2025-07-09
3411,7,Pupil attendance and absence,fft,ed_res_org,2025-07-09
3412,4,Academy trusts and school governance,schoolsweek,ed_journalism,2025-07-09
3413,19,Education leadership and professional development,fed,prof_body,2025-07-09
3414,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2025-07-09
3415,2,Teacher recruitment and workforce supply,fed,prof_body,2025-07-10
3416,1,Pupil attainment and exam results,fft,ed_res_org,2025-07-10
3417,-1,Outlier / noise,schoolsweek,ed_journalism,2025-07-10
3418,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2025-07-10
3419,-1,Outlier / noise,schoolsweek,ed_journalism,2025-07-10
3420,21,Pupil suspensions and exclusions,schoolsweek,ed_journalism,2025-07-10
3421,0,Ofsted inspections and accountability,gov,gov_inst,2025-07-10
3422,-1,Outlier / noise,schoolsweek,ed_journalism,2025-07-11
3423,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2025-07-11
3424,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2025-07-11
3425,9,DfE intervention and academy warnings,gov,gov_inst,2025-07-11
3426,-1,Outlier / noise,schoolsweek,ed_journalism,2025-07-11
3427,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2025-07-14
3428,10,"Teacher pay, unions, and industrial action",schoolsweek,ed_journalism,2025-07-14
3429,6,Guidance for schools and children,gov,gov_inst,2025-07-15
3430,0,Ofsted inspections and accountability,gov,gov_inst,2025-07-15
3431,-1,Outlier / noise,fed,prof_body,2025-07-15
3432,15,AI and digital technology in education,schoolsweek,ed_journalism,2025-07-15
3433,-1,Outlier / noise,schoolsweek,ed_journalism,2025-07-15
3434,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2025-07-15
3435,6,Guidance for schools and children,schoolsweek,ed_journalism,2025-07-15
3436,6,Guidance for schools and children,schoolsweek,ed_journalism,2025-07-15
3437,6,Guidance for schools and children,schoolsweek,ed_journalism,2025-07-15
3438,-1,Outlier / noise,schoolsweek,ed_journalism,2025-07-16
3439,8,Academy trust statements and responses,schoolsweek,ed_journalism,2025-07-16
3440,-1,Outlier / noise,schoolsweek,ed_journalism,2025-07-16
3441,19,Education leadership and professional development,fed,prof_body,2025-07-16
3442,4,Academy trusts and school governance,schoolsweek,ed_journalism,2025-07-16
3443,1,Pupil attainment and exam results,gov,gov_inst,2025-07-16
3444,15,AI and digital technology in education,gov,gov_inst,2025-07-16
3445,-1,Outlier / noise,gov,gov_inst,2025-07-16
3446,15,AI and digital technology in education,schoolsweek,ed_journalism,2025-07-16
3447,1,Pupil attainment and exam results,gov,gov_inst,2025-07-17
3448,14,Education research and evidence foundations,nuffield,think_tank,2025-07-17
3449,-1,Outlier / noise,schoolsweek,ed_journalism,2025-07-17
3450,6,Guidance for schools and children,schoolsweek,ed_journalism,2025-07-17
3451,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2025-07-17
3452,-1,Outlier / noise,schoolsweek,ed_journalism,2025-07-17
3453,15,AI and digital technology in education,schoolsweek,ed_journalism,2025-07-17
3454,20,SEND funding pressures and council deficits,schoolsweek,ed_journalism,2025-07-17
3455,-1,Outlier / noise,schoolsweek,ed_journalism,2025-07-17
3456,9,DfE intervention and academy warnings,gov,gov_inst,2025-07-18
3457,20,SEND funding pressures and council deficits,schoolsweek,ed_journalism,2025-07-18
3458,9,DfE intervention and academy warnings,gov,gov_inst,2025-07-18
3459,6,Guidance for schools and children,schoolsweek,ed_journalism,2025-07-18
3460,-1,Outlier / noise,schoolsweek,ed_journalism,2025-07-18
3461,16,Teachers’ pay review and STRB,schoolsweek,ed_journalism,2025-07-21
3462,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2025-07-21
3463,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2025-07-22
3464,16,Teachers’ pay review and STRB,schoolsweek,ed_journalism,2025-07-22
3465,-1,Outlier / noise,schoolsweek,ed_journalism,2025-07-22
3466,16,Teachers’ pay review and STRB,gov,gov_inst,2025-07-22
3467,22,Qualifications reform and T Levels,schoolsweek,ed_journalism,2025-07-23
3468,-1,Outlier / noise,schoolsweek,ed_journalism,2025-07-23
3469,-1,Outlier / noise,schoolsweek,ed_journalism,2025-07-23
3470,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2025-07-23
3471,9,DfE intervention and academy warnings,gov,gov_inst,2025-07-23
3472,-1,Outlier / noise,gov,gov_inst,2025-07-23
3473,-1,Outlier / noise,fft,ed_res_org,2025-07-23
3474,14,Education research and evidence foundations,nuffield,think_tank,2025-07-24
3475,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2025-07-24
3476,16,Teachers’ pay review and STRB,schoolsweek,ed_journalism,2025-07-24
3477,15,AI and digital technology in education,schoolsweek,ed_journalism,2025-07-25
3478,9,DfE intervention and academy warnings,gov,gov_inst,2025-07-25
3479,9,DfE intervention and academy warnings,gov,gov_inst,2025-07-25
3480,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2025-07-28
3481,-1,Outlier / noise,schoolsweek,ed_journalism,2025-07-29
3482,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2025-07-29
3483,-1,Outlier / noise,gov,gov_inst,2025-07-30
3484,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2025-07-30
3485,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2025-07-31
3486,-1,Outlier / noise,schoolsweek,ed_journalism,2025-07-31
3487,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2025-07-31
3488,1,Pupil attainment and exam results,gov,gov_inst,2025-07-31
3489,-1,Outlier / noise,epi,think_tank,2025-07-31
3490,-1,Outlier / noise,schoolsweek,ed_journalism,2025-08-01
3491,6,Guidance for schools and children,gov,gov_inst,2025-08-01
3492,4,Academy trusts and school governance,schoolsweek,ed_journalism,2025-08-04
3493,8,Academy trust statements and responses,schoolsweek,ed_journalism,2025-08-05
3494,4,Academy trusts and school governance,schoolsweek,ed_journalism,2025-08-05
3495,-1,Outlier / noise,gov,gov_inst,2025-08-06
3496,-1,Outlier / noise,schoolsweek,ed_journalism,2025-08-06
3497,7,Pupil attendance and absence,gov,gov_inst,2025-08-07
3498,1,Pupil attainment and exam results,fft,ed_res_org,2025-08-07
3499,7,Pupil attendance and absence,schoolsweek,ed_journalism,2025-08-07
3500,6,Guidance for schools and children,schoolsweek,ed_journalism,2025-08-07
3501,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2025-08-08
3502,18,Education ministers and political leadership,schoolsweek,ed_journalism,2025-08-11
3503,7,Pupil attendance and absence,epi,think_tank,2025-08-11
3504,-1,Outlier / noise,schoolsweek,ed_journalism,2025-08-11
3505,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2025-08-12
3506,13,"Skills, apprenticeships, and employment pathways",gov,gov_inst,2025-08-12
3507,11,Free school meals and breakfast provision,schoolsweek,ed_journalism,2025-08-12
3508,4,Academy trusts and school governance,schoolsweek,ed_journalism,2025-08-12
3509,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2025-08-13
3510,9,DfE intervention and academy warnings,gov,gov_inst,2025-08-13
3511,14,Education research and evidence foundations,schoolsweek,ed_journalism,2025-08-14
3512,1,Pupil attainment and exam results,fft,ed_res_org,2025-08-14
3513,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2025-08-14
3514,22,Qualifications reform and T Levels,schoolsweek,ed_journalism,2025-08-14
3515,-1,Outlier / noise,gov,gov_inst,2025-08-14
3516,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2025-08-14
3517,1,Pupil attainment and exam results,epi,think_tank,2025-08-14
3518,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2025-08-14
3519,1,Pupil attainment and exam results,gov,gov_inst,2025-08-14
3520,18,Education ministers and political leadership,schoolsweek,ed_journalism,2025-08-15
3521,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2025-08-15
3522,1,Pupil attainment and exam results,fft,ed_res_org,2025-08-18
3523,18,Education ministers and political leadership,schoolsweek,ed_journalism,2025-08-19
3524,-1,Outlier / noise,schoolsweek,ed_journalism,2025-08-19
3525,1,Pupil attainment and exam results,epi,think_tank,2025-08-19
3526,-1,Outlier / noise,schoolsweek,ed_journalism,2025-08-20
3527,-1,Outlier / noise,schoolsweek,ed_journalism,2025-08-20
3528,-1,Outlier / noise,schoolsweek,ed_journalism,2025-08-20
3529,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2025-08-21
3530,4,Academy trusts and school governance,schoolsweek,ed_journalism,2025-08-21
3531,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2025-08-21
3532,1,Pupil attainment and exam results,fft,ed_res_org,2025-08-21
3533,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2025-08-21
3534,1,Pupil attainment and exam results,epi,think_tank,2025-08-21
3535,1,Pupil attainment and exam results,gov,gov_inst,2025-08-21
3536,1,Pupil attainment and exam results,gov,gov_inst,2025-08-21
3537,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2025-08-22
3538,-1,Outlier / noise,schoolsweek,ed_journalism,2025-08-26
3539,15,AI and digital technology in education,schoolsweek,ed_journalism,2025-08-27
3540,-1,Outlier / noise,gov,gov_inst,2025-08-27
3541,1,Pupil attainment and exam results,fft,ed_res_org,2025-08-27
3542,-1,Outlier / noise,gov,gov_inst,2025-08-28
3543,-1,Outlier / noise,schoolsweek,ed_journalism,2025-08-28
3544,-1,Outlier / noise,schoolsweek,ed_journalism,2025-08-28
3545,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2025-08-29
3546,-1,Outlier / noise,gov,gov_inst,2025-08-31
3547,7,Pupil attendance and absence,schoolsweek,ed_journalism,2025-08-31
3548,21,Pupil suspensions and exclusions,fft,ed_res_org,2025-09-01
3549,8,Academy trust statements and responses,schoolsweek,ed_journalism,2025-09-01
3550,11,Free school meals and breakfast provision,schoolsweek,ed_journalism,2025-09-01
3551,-1,Outlier / noise,schoolsweek,ed_journalism,2025-09-01
3552,-1,Outlier / noise,schoolsweek,ed_journalism,2025-09-01
3553,4,Academy trusts and school governance,schoolsweek,ed_journalism,2025-09-01
3554,-1,Outlier / noise,fed,prof_body,2025-09-02
3555,-1,Outlier / noise,schoolsweek,ed_journalism,2025-09-02
3556,-1,Outlier / noise,schoolsweek,ed_journalism,2025-09-02
3557,-1,Outlier / noise,gov,gov_inst,2025-09-02
3558,7,Pupil attendance and absence,fft,ed_res_org,2025-09-02
3559,23,Outlier / noise,schoolsweek,ed_journalism,2025-09-02
3560,4,Academy trusts and school governance,schoolsweek,ed_journalism,2025-09-03
3561,1,Pupil attainment and exam results,fft,ed_res_org,2025-09-03
3562,-1,Outlier / noise,gov,gov_inst,2025-09-03
3563,9,DfE intervention and academy warnings,gov,gov_inst,2025-09-04
3564,9,DfE intervention and academy warnings,gov,gov_inst,2025-09-04
3565,9,DfE intervention and academy warnings,gov,gov_inst,2025-09-04
3566,-1,Outlier / noise,schoolsweek,ed_journalism,2025-09-04
3567,21,Pupil suspensions and exclusions,fft,ed_res_org,2025-09-04
3568,9,DfE intervention and academy warnings,gov,gov_inst,2025-09-05
3569,6,Guidance for schools and children,schoolsweek,ed_journalism,2025-09-05
3570,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2025-09-05
3571,-1,Outlier / noise,schoolsweek,ed_journalism,2025-09-05
3572,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2025-09-05
3573,-1,Outlier / noise,schoolsweek,ed_journalism,2025-09-05
3574,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2025-09-06
3575,-1,Outlier / noise,schoolsweek,ed_journalism,2025-09-06
3576,18,Education ministers and political leadership,schoolsweek,ed_journalism,2025-09-06
3577,14,Education research and evidence foundations,nuffield,think_tank,2025-09-07
3578,6,Guidance for schools and children,schoolsweek,ed_journalism,2025-09-08
3579,6,Guidance for schools and children,schoolsweek,ed_journalism,2025-09-08
3580,7,Pupil attendance and absence,schoolsweek,ed_journalism,2025-09-08
3581,1,Pupil attainment and exam results,fft,ed_res_org,2025-09-08
3582,9,DfE intervention and academy warnings,gov,gov_inst,2025-09-08
3583,18,Education ministers and political leadership,schoolsweek,ed_journalism,2025-09-08
3584,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2025-09-08
3585,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2025-09-08
3586,7,Pupil attendance and absence,fft,ed_res_org,2025-09-09
3587,0,Ofsted inspections and accountability,gov,gov_inst,2025-09-09
3588,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2025-09-09
3589,-1,Outlier / noise,schoolsweek,ed_journalism,2025-09-09
3590,-1,Outlier / noise,gov,gov_inst,2025-09-09
3591,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2025-09-09
3592,-1,Outlier / noise,gov,gov_inst,2025-09-09
3593,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2025-09-09
3594,5,School buildings and RAAC safety,gov,gov_inst,2025-09-10
3595,-1,Outlier / noise,gov,gov_inst,2025-09-10
3596,1,Pupil attainment and exam results,fft,ed_res_org,2025-09-10
3597,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2025-09-10
3598,19,Education leadership and professional development,fed,prof_body,2025-09-11
3599,-1,Outlier / noise,schoolsweek,ed_journalism,2025-09-11
3600,-1,Outlier / noise,gov,gov_inst,2025-09-11
3601,-1,Outlier / noise,schoolsweek,ed_journalism,2025-09-11
3602,-1,Outlier / noise,schoolsweek,ed_journalism,2025-09-11
3603,15,AI and digital technology in education,schoolsweek,ed_journalism,2025-09-11
3604,9,DfE intervention and academy warnings,gov,gov_inst,2025-09-11
3605,-1,Outlier / noise,schoolsweek,ed_journalism,2025-09-11
3606,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2025-09-12
3607,18,Education ministers and political leadership,schoolsweek,ed_journalism,2025-09-12
3608,9,DfE intervention and academy warnings,gov,gov_inst,2025-09-12
3609,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2025-09-12
3610,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2025-09-12
3611,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2025-09-12
3612,-1,Outlier / noise,schoolsweek,ed_journalism,2025-09-13
3613,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2025-09-14
3614,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2025-09-15
3615,-1,Outlier / noise,schoolsweek,ed_journalism,2025-09-15
3616,-1,Outlier / noise,schoolsweek,ed_journalism,2025-09-16
3617,1,Pupil attainment and exam results,gov,gov_inst,2025-09-16
3618,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2025-09-16
3619,-1,Outlier / noise,gov,gov_inst,2025-09-17
3620,-1,Outlier / noise,gov,gov_inst,2025-09-17
3621,6,Guidance for schools and children,schoolsweek,ed_journalism,2025-09-17
3622,-1,Outlier / noise,epi,think_tank,2025-09-18
3623,23,Outlier / noise,schoolsweek,ed_journalism,2025-09-18
